Index,Price
107815,4478
107817,5728
107819,3200
107820,3676
107821,2228
107822,7737
107823,6189
107824,10614
107826,3090
107827,4000
107828,3835
107829,3827
107830,4521
107831,15249
107832,2976
107833,4792
107834,6182
107835,3793
107836,7666
107838,6904
107839,9646
107840,3200
107841,2917
107842,11538
107843,8636
107844,14000
107845,4478
107847,5728
107849,3200
107850,3676
107851,2228
107852,7737
107853,6189
107854,10614
107856,3090
107857,4000
107858,3835
107859,3827
107860,4521
107861,15249
107862,2976
107863,4792
107864,6182
107865,3793
107866,7666
107868,6904
107869,9646
107870,3200
107871,2917
107872,11538
107873,8636
107874,14000
107875,4478
107877,5728
107879,3200
107880,3676
107881,2228
107882,7737
107883,6189
107884,10614
107886,3090
107887,4000
107888,3835
107889,3827
107890,4521
107891,15249
107892,2976
107893,4792
107894,6182
107895,3793
107896,7666
107898,6904
107899,9646
107900,3200
107901,2917
107902,11538
107903,8636
107904,14000
107905,4478
107907,5728
107909,3200
107910,3676
107911,2228
107912,7737
107913,6189
107914,10614
107916,3090
107917,4000
107918,3835
107919,3827
107920,4521
107921,15249
107922,2976
107923,4792
107924,6182
107925,3793
107926,7666
107928,6904
107929,9646
107930,3200
107931,2917
107932,11538
107933,8636
107934,14000
107935,4478
107937,5728
107939,3200
107940,3676
107941,2228
107942,7737
107943,6189
107944,10614
107946,3090
107947,4000
107948,3835
107949,3827
107950,4521
107951,15249
107952,2976
107953,4792
107954,6182
107955,3793
107956,7666
107958,6904
107959,9646
107960,3200
107961,2917
107962,11538
107963,8636
107964,14000
107965,4478
107967,5728
107969,3200
107970,3676
107971,2228
107972,7737
107973,6189
107974,10614
107976,3090
107977,4000
107978,3835
107979,3827
107980,4521
107981,15249
107982,2976
107983,4792
107984,6182
107985,3793
107986,7666
107988,6904
107989,9646
107990,3200
107991,2917
107992,11538
107993,8636
107994,14000
107995,4478
107997,5728
107999,3200
108000,3676
108001,2228
108002,7737
108003,6189
108004,10614
108006,3090
108007,4000
108008,3835
108009,3827
108010,4521
108011,15249
108012,2976
108013,4792
108014,6182
108015,3793
108016,7666
108018,6904
108019,9646
108020,3200
108021,2917
108022,11538
108023,8636
108024,14000
108025,4478
108027,5728
108029,3200
108030,3676
108031,2228
108032,7737
108033,6189
108034,10614
108036,3090
108037,4000
108038,3835
108039,3827
108040,4521
108041,15249
108042,2976
108043,4792
108044,6182
108045,3793
108046,7666
108048,6904
108049,9646
108050,3200
108051,2917
108052,11538
108053,8636
108054,14000
108055,4478
108057,5728
108059,3200
108060,3676
108061,2228
108062,7737
108063,6189
108064,10614
108066,3090
108067,4000
108068,3835
108069,3827
108070,4521
108071,15249
108072,2976
108073,4792
108074,6182
108075,3793
108076,7666
108078,6904
108079,9646
108080,3200
108081,2917
108082,11538
108083,8636
108084,14000
108085,4478
108087,5728
108089,3200
108090,3676
108091,2228
108092,7737
108093,6189
108094,10614
108096,3090
108097,4000
108098,3835
108099,3827
108100,4521
108101,15249
108102,2976
108103,4792
108104,6182
108105,3793
108106,7666
108108,6904
108109,9646
108110,3200
108111,2917
108112,11538
108113,8636
108114,14000
108115,4478
108117,5728
108119,3200
108120,3676
108121,2228
108122,7737
108123,6189
108124,10614
108126,3090
108127,4000
108128,3835
108129,3827
108130,4521
108131,15249
108132,2976
108133,4792
108134,6182
108135,3793
108136,7666
108138,6904
108139,9646
108140,3200
108141,2917
108142,11538
108143,8636
108144,14000
108145,4478
108147,5728
108149,3200
108150,3676
108151,2228
108152,7737
108153,6189
108154,10614
108156,3090
108157,4000
108158,3835
108159,3827
108160,4521
108161,15249
108162,2976
108163,4792
108164,6182
108165,3793
108166,7666
108168,6904
108169,9646
108170,3200
108171,2917
108172,11538
108173,8636
108174,14000
108175,4478
108177,5728
108179,3200
108180,3676
108181,2228
108182,7737
108183,6189
108184,10614
108186,3090
108187,4000
108188,3835
108189,3827
108190,4521
108191,15249
108192,2976
108193,4792
108194,6182
108195,3793
108196,7666
108198,6904
108199,9646
108200,3200
108201,2917
108202,11538
108203,8636
108204,14000
108205,4478
108207,5728
108209,3200
108210,3676
108211,2228
108212,7737
108213,6189
108214,10614
108216,3090
108217,4000
108218,3835
108219,3827
108220,4521
108221,15249
108222,2976
108223,4792
108224,6182
108225,3793
108226,7666
108228,6904
108229,9646
108230,3200
108231,2917
108232,11538
108233,8636
108234,14000
108235,4478
108237,5728
108239,3200
108240,3676
108241,2228
108242,7737
108243,6189
108244,10614
108246,3090
108247,4000
108248,3835
108249,3827
108250,4521
108251,15249
108252,2976
108253,4792
108254,6182
108255,3793
108256,7666
108258,6904
108259,9646
108260,3200
108261,2917
108262,11538
108263,8636
108264,14000
108265,4478
108267,5728
108269,3200
108270,3676
108271,2228
108272,7737
108273,6189
108274,10614
108276,3090
108277,4000
108278,3835
108279,3827
108280,4521
108281,15249
108282,2976
108283,4792
108284,6182
108285,3793
108286,7666
108288,6904
108289,9646
108290,3200
108291,2917
108292,11538
108293,8636
108294,14000
108295,4478
108297,5728
108299,3200
108300,3676
108301,2228
108302,7737
108303,6189
108304,10614
108306,3090
108307,4000
108308,3835
108309,3827
108310,4521
108311,15249
108312,2976
108313,4792
108314,6182
108315,3793
108316,7666
108318,6904
108319,9646
108320,3200
108321,2917
108322,11538
108323,8636
108324,14000
108325,4478
108327,5728
108329,3200
108330,3676
108331,2228
108332,7737
108333,6189
108334,10614
108336,3090
108337,4000
108338,3835
108339,3827
108340,4521
108341,15249
108342,2976
108343,4792
108344,6182
108345,3793
108346,7666
108348,6904
108349,9646
108350,3200
108351,2917
108352,11538
108353,8636
108354,14000
108355,4478
108357,5728
108359,3200
108360,3676
108361,2228
108362,7737
108363,6189
108364,10614
108366,3090
108367,4000
108368,3835
108369,3827
108370,4521
108371,15249
108372,2976
108373,4792
108374,6182
108375,3793
108376,7666
108378,6904
108379,9646
108380,3200
108381,2917
108382,11538
108383,8636
108384,14000
108385,4478
108387,5728
108389,3200
108390,3676
108391,2228
108392,7737
108393,6189
108394,10614
108396,3090
108397,4000
108398,3835
108399,3827
108400,4521
108401,15249
108402,2976
108403,4792
108404,6182
108405,3793
108406,7666
108408,6904
108409,9646
108410,3200
108411,2917
108412,11538
108413,8636
108414,14000
108415,4478
108417,5728
108419,3200
108420,3676
108421,2228
108422,7737
108423,6189
108424,10614
108426,3090
108427,4000
108428,3835
108429,3827
108430,4521
108431,15249
108432,2976
108433,4792
108434,6182
108435,3793
108436,7666
108438,6904
108439,9646
108440,3200
108441,2917
108442,11538
108443,8636
108444,14000
108445,4478
108447,5728
108449,3200
108450,3676
108451,2228
108452,7737
108453,6189
108454,10614
108456,3090
108457,4000
108458,3835
108459,3827
108460,4521
108461,15249
108462,2976
108463,4792
108464,6182
108465,3793
108466,7666
108468,6904
108469,9646
108470,3200
108471,2917
108472,11538
108473,8636
108474,14000
108475,4478
108477,5728
108479,3200
108480,3676
108481,2228
108482,7737
108483,6189
108484,10614
108486,3090
108487,4000
108488,3835
108489,3827
108490,4521
108491,15249
108492,2976
108493,4792
108494,6182
108495,3793
108496,7666
108498,6904
108499,9646
108500,3200
108501,2917
108502,11538
108503,8636
108504,14000
108505,4478
108507,5728
108509,3200
108510,3676
108511,2228
108512,7737
108513,6189
108514,10614
108516,3090
108517,4000
108518,3835
108519,3827
108520,4521
108521,15249
108522,2976
108523,4792
108524,6182
108525,3793
108526,7666
108528,6904
108529,9646
108530,3200
108531,2917
108532,11538
108533,8636
108534,14000
108535,4478
108537,5728
108539,3200
108540,3676
108541,2228
108542,7737
108543,6189
108544,10614
108546,3090
108547,4000
108548,3835
108549,3827
108550,4521
108551,15249
108552,2976
108553,4792
108554,6182
108555,3793
108556,7666
108558,6904
108559,9646
108560,3200
108561,2917
108562,11538
108563,8636
108564,14000
108565,4478
108567,5728
108569,3200
108570,3676
108571,2228
108572,7737
108573,6189
108574,10614
108576,3090
108577,4000
108578,3835
108579,3827
108580,4521
108581,15249
108582,2976
108583,4792
108584,6182
108585,3793
108586,7666
108588,6904
108589,9646
108590,3200
108591,2917
108592,11538
108593,8636
108594,14000
108595,4478
108597,5728
108599,3200
108600,3676
108601,2228
108602,7737
108603,6189
108604,10614
108606,3090
108607,4000
108608,3835
108609,3827
108610,4521
108611,15249
108612,2976
108613,4792
108614,6182
108615,3793
108616,7666
108618,6904
108619,9646
108620,3200
108621,2917
108622,11538
108623,8636
108624,14000
108625,4478
108627,5728
108629,3200
108630,3676
108631,2228
108632,7737
108633,6189
108634,10614
108636,3090
108637,4000
108638,3835
108639,3827
108640,4521
108641,15249
108642,2976
108643,4792
108644,6182
108645,3793
108646,7666
108648,6904
108649,9646
108650,3200
108651,2917
108652,11538
108653,8636
108654,14000
108655,4478
108657,5728
108659,3200
108660,3676
108661,2228
108662,7737
108663,6189
108664,10614
108666,3090
108667,4000
108668,3835
108669,3827
108670,4521
108671,15249
108672,2976
108673,4792
108674,6182
108675,3793
108676,7666
108678,6904
108679,9646
108680,3200
108681,2917
108682,11538
108683,8636
108684,14000
108685,4478
108687,5728
108689,3200
108690,3676
108691,2228
108692,7737
108693,6189
108694,10614
108696,3090
108697,4000
108698,3835
108699,3827
108700,4521
108701,15249
108702,2976
108703,4792
108704,6182
108705,3793
108706,7666
108708,6904
108709,9646
108710,3200
108711,2917
108712,11538
108713,8636
108714,14000
108715,4478
108717,5728
108719,3200
108720,3676
108721,2228
108722,7737
108723,6189
108724,10614
108726,3090
108727,4000
108728,3835
108729,3827
108730,4521
108731,15249
108732,2976
108733,4792
108734,6182
108735,3793
108736,7666
108738,6904
108739,9646
108740,3200
108741,2917
108742,11538
108743,8636
108744,14000
108745,4478
108747,5728
108749,3200
108750,3676
108751,2228
108752,7737
108753,6189
108754,10614
108756,3090
108757,4000
108758,3835
108759,3827
108760,4521
108761,15249
108762,2976
108763,4792
108764,6182
108765,3793
108766,7666
108768,6904
108769,9646
108770,3200
108771,2917
108772,11538
108773,8636
108774,14000
108775,4478
108777,5728
108779,3200
108780,3676
108781,2228
108782,7737
108783,6189
108784,10614
108786,3090
108787,4000
108788,3835
108789,3827
108790,4521
108791,15249
108792,2976
108793,4792
108794,6182
108795,3793
108796,7666
108798,6904
108799,9646
108800,3200
108801,2917
108802,11538
108803,8636
108804,14000
108805,4478
108807,5728
108809,3200
108810,3676
108811,2228
108812,7737
108813,6189
108814,10614
108816,3090
108817,4000
108818,3835
108819,3827
108820,4521
108821,15249
108822,2976
108823,4792
108824,6182
108825,3793
108826,7666
108828,6904
108829,9646
108830,3200
108831,2917
108832,11538
108833,8636
108834,14000
108835,4478
108837,5728
108839,3200
108840,3676
108841,2228
108842,7737
108843,6189
108844,10614
108846,3090
108847,4000
108848,3835
108849,3827
108850,4521
108851,15249
108852,2976
108853,4792
108854,6182
108855,3793
108856,7666
108858,6904
108859,9646
108860,3200
108861,2917
108862,11538
108863,8636
108864,14000
108865,4478
108867,5728
108869,3200
108870,3676
108871,2228
108872,7737
108873,6189
108874,10614
108876,3090
108877,4000
108878,3835
108879,3827
108880,4521
108881,15249
108882,2976
108883,4792
108884,6182
108885,3793
108886,7666
108888,6904
108889,9646
108890,3200
108891,2917
108892,11538
108893,8636
108894,14000
108895,4478
108897,5728
108899,3200
108900,3676
108901,2228
108902,7737
108903,6189
108904,10614
108906,3090
108907,4000
108908,3835
108909,3827
108910,4521
108911,15249
108912,2976
108913,4792
108914,6182
108915,3793
108916,7666
108918,6904
108919,9646
108920,3200
108921,2917
108922,11538
108923,8636
108924,14000
108925,4478
108927,5728
108929,3200
108930,3676
108931,2228
108932,7737
108933,6189
108934,10614
108936,3090
108937,4000
108938,3835
108939,3827
108940,4521
108941,15249
108942,2976
108943,4792
108944,6182
108945,3793
108946,7666
108948,6904
108949,9646
108950,3200
108951,2917
108952,11538
108953,8636
108954,14000
108955,4478
108957,5728
108959,3200
108960,3676
108961,2228
108962,7737
108963,6189
108964,10614
108966,3090
108967,4000
108968,3835
108969,3827
108970,4521
108971,15249
108972,2976
108973,4792
108974,6182
108975,3793
108976,7666
108978,6904
108979,9646
108980,3200
108981,2917
108982,11538
108983,8636
108984,14000
108985,4478
108987,5728
108989,3200
108990,3676
108991,2228
108992,7737
108993,6189
108994,10614
108996,3090
108997,4000
108998,3835
108999,3827
109000,4521
109001,15249
109002,2976
109003,4792
109004,6182
109005,3793
109006,7666
109008,6904
109009,9646
109010,3200
109011,2917
109012,11538
109013,8636
109014,14000
109015,4478
109017,5728
109019,3200
109020,3676
109021,2228
109022,7737
109023,6189
109024,10614
109026,3090
109027,4000
109028,3835
109029,3827
109030,4521
109031,15249
109032,2976
109033,4792
109034,6182
109035,3793
109036,7666
109038,6904
109039,9646
109040,3200
109041,2917
109042,11538
109043,8636
109044,14000
109045,4478
109047,5728
109049,3200
109050,3676
109051,2228
109052,7737
109053,6189
109054,10614
109056,3090
109057,4000
109058,3835
109059,3827
109060,4521
109061,15249
109062,2976
109063,4792
109064,6182
109065,3793
109066,7666
109068,6904
109069,9646
109070,3200
109071,2917
109072,11538
109073,8636
109074,14000
109075,4478
109077,5728
109079,3200
109080,3676
109081,2228
109082,7737
109083,6189
109084,10614
109086,3090
109087,4000
109088,3835
109089,3827
109090,4521
109091,15249
109092,2976
109093,4792
109094,6182
109095,3793
109096,7666
109098,6904
109099,9646
109100,3200
109101,2917
109102,11538
109103,8636
109104,14000
109105,4478
109107,5728
109109,3200
109110,3676
109111,2228
109112,7737
109113,6189
109114,10614
109116,3090
109117,4000
109118,3835
109119,3827
109120,4521
109121,15249
109122,2976
109123,4792
109124,6182
109125,3793
109126,7666
109128,6904
109129,9646
109130,3200
109131,2917
109132,11538
109133,8636
109134,14000
109135,4478
109137,5728
109139,3200
109140,3676
109141,2228
109142,7737
109143,6189
109144,10614
109146,3090
109147,4000
109148,3835
109149,3827
109150,4521
109151,15249
109152,2976
109153,4792
109154,6182
109155,3793
109156,7666
109158,6904
109159,9646
109160,3200
109161,2917
109162,11538
109163,8636
109164,14000
109165,4478
109167,5728
109169,3200
109170,3676
109171,2228
109172,7737
109173,6189
109174,10614
109176,3090
109177,4000
109178,3835
109179,3827
109180,4521
109181,15249
109182,2976
109183,4792
109184,6182
109185,3793
109186,7666
109188,6904
109189,9646
109190,3200
109191,2917
109192,11538
109193,8636
109194,14000
109195,4478
109197,5728
109199,3200
109200,3676
109201,2228
109202,7737
109203,6189
109204,10614
109206,3090
109207,4000
109208,3835
109209,3827
109210,4521
109211,15249
109212,2976
109213,4792
109214,6182
109215,3793
109216,7666
109218,6904
109219,9646
109220,3200
109221,2917
109222,11538
109223,8636
109224,14000
109225,4478
109227,5728
109229,3200
109230,3676
109231,2228
109232,7737
109233,6189
109234,10614
109236,3090
109237,4000
109238,3835
109239,3827
109240,4521
109241,15249
109242,2976
109243,4792
109244,6182
109245,3793
109246,7666
109248,6904
109249,9646
109250,3200
109251,2917
109252,11538
109253,8636
109254,14000
109255,4478
109257,5728
109259,3200
109260,3676
109261,2228
109262,7737
109263,6189
109264,10614
109266,3090
109267,4000
109268,3835
109269,3827
109270,4521
109271,15249
109272,2976
109273,4792
109274,6182
109275,3793
109276,7666
109278,6904
109279,9646
109280,3200
109281,2917
109282,11538
109283,8636
109284,14000
109285,4478
109287,5728
109289,3200
109290,3676
109291,2228
109292,7737
109293,6189
109294,10614
109296,3090
109297,4000
109298,3835
109299,3827
109300,4521
109301,15249
109302,2976
109303,4792
109304,6182
109305,3793
109306,7666
109308,6904
109309,9646
109310,3200
109311,2917
109312,11538
109313,8636
109314,14000
109315,4478
109317,5728
109319,3200
109320,3676
109321,2228
109322,7737
109323,6189
109324,10614
109326,3090
109327,4000
109328,3835
109329,3827
109330,4521
109331,15249
109332,2976
109333,4792
109334,6182
109335,3793
109336,7666
109338,6904
109339,9646
109340,3200
109341,2917
109342,11538
109343,8636
109344,14000
109345,4478
109347,5728
109349,3200
109350,3676
109351,2228
109352,7737
109353,6189
109354,10614
109356,3090
109357,4000
109358,3835
109359,3827
109360,4521
109361,15249
109362,2976
109363,4792
109364,6182
109365,3793
109366,7666
109368,6904
109369,9646
109370,3200
109371,2917
109372,11538
109373,8636
109374,14000
109375,4478
109377,5728
109379,3200
109380,3676
109381,2228
109382,7737
109383,6189
109384,10614
109386,3090
109387,4000
109388,3835
109389,3827
109390,4521
109391,15249
109392,2976
109393,4792
109394,6182
109395,3793
109396,7666
109398,6904
109399,9646
109400,3200
109401,2917
109402,11538
109403,8636
109404,14000
109405,4478
109407,5728
109409,3200
109410,3676
109411,2228
109412,7737
109413,6189
109414,10614
109416,3090
109417,4000
109418,3835
109419,3827
109420,4521
109421,15249
109422,2976
109423,4792
109424,6182
109425,3793
109426,7666
109428,6904
109429,9646
109430,3200
109431,2917
109432,11538
109433,8636
109434,14000
109435,4478
109437,5728
109439,3200
109440,3676
109441,2228
109442,7737
109443,6189
109444,10614
109446,3090
109447,4000
109448,3835
109449,3827
109450,4521
109451,15249
109452,2976
109453,4792
109454,6182
109455,3793
109456,7666
109458,6904
109459,9646
109460,3200
109461,2917
109462,11538
109463,8636
109464,14000
109465,4478
109467,5728
109469,3200
109470,3676
109471,2228
109472,7737
109473,6189
109474,10614
109476,3090
109477,4000
109478,3835
109479,3827
109480,4521
109481,15249
109482,2976
109483,4792
109484,6182
109485,3793
109486,7666
109488,6904
109489,9646
109490,3200
109491,2917
109492,11538
109493,8636
109494,14000
109495,4478
109497,5728
109499,3200
109500,3676
109501,2228
109502,7737
109503,6189
109504,10614
109506,3090
109507,4000
109508,3835
109509,3827
109510,4521
109511,15249
109512,2976
109513,4792
109514,6182
109515,3793
109516,7666
109518,6904
109519,9646
109520,3200
109521,2917
109522,11538
109523,8636
109524,14000
109525,4478
109527,5728
109529,3200
109530,3676
109531,2228
109532,7737
109533,6189
109534,10614
109536,3090
109537,4000
109538,3835
109539,3827
109540,4521
109541,15249
109542,2976
109543,4792
109544,6182
109545,3793
109546,7666
109548,6904
109549,9646
109550,3200
109551,2917
109552,11538
109553,8636
109554,14000
109555,4478
109557,5728
109559,3200
109560,3676
109561,2228
109562,7737
109563,6189
109564,10614
109566,3090
109567,4000
109568,3835
109569,3827
109570,4521
109571,15249
109572,2976
109573,4792
109574,6182
109575,3793
109576,7666
109578,6904
109579,9646
109580,3200
109581,2917
109582,11538
109583,8636
109584,14000
109585,4478
109587,5728
109589,3200
109590,3676
109591,2228
109592,7737
109593,6189
109594,10614
109596,3090
109597,4000
109598,3835
109599,3827
109600,4521
109601,15249
109602,2976
109603,4792
109604,6182
109605,3793
109606,7666
109608,6904
109609,9646
109610,3200
109611,2917
109612,11538
109613,8636
109614,14000
109615,4478
109617,5728
109619,3200
109620,3676
109621,2228
109622,7737
109623,6189
109624,10614
109626,3090
109627,4000
109628,3835
109629,3827
109630,4521
109631,15249
109632,2976
109633,4792
109634,6182
109635,3793
109636,7666
109638,6904
109639,9646
109640,3200
109641,2917
109642,11538
109643,8636
109644,14000
109645,4478
109647,5728
109649,3200
109650,3676
109651,2228
109652,7737
109653,6189
109654,10614
109656,3090
109657,4000
109658,3835
109659,3827
109660,4521
109661,15249
109662,2976
109663,4792
109664,6182
109665,3793
109666,7666
109668,6904
109669,9646
109670,3200
109671,2917
109672,11538
109673,8636
109674,14000
109675,4478
109677,5728
109679,3200
109680,3676
109681,2228
109682,7737
109683,6189
109684,10614
109686,3090
109687,4000
109688,3835
109689,3827
109690,4521
109691,15249
109692,2976
109693,4792
109694,6182
109695,3793
109696,7666
109698,6904
109699,9646
109700,3200
109701,2917
109702,11538
109703,8636
109704,14000
109705,4478
109707,5728
109709,3200
109710,3676
109711,2228
109712,7737
109713,6189
109714,10614
109716,3090
109717,4000
109718,3835
109719,3827
109720,4521
109721,15249
109722,2976
109723,4792
109724,6182
109725,3793
109726,7666
109728,6904
109729,9646
109730,3200
109731,2917
109732,11538
109733,8636
109734,14000
109735,4478
109737,5728
109739,3200
109740,3676
109741,2228
109742,7737
109743,6189
109744,10614
109746,3090
109747,4000
109748,3835
109749,3827
109750,4521
109751,15249
109752,2976
109753,4792
109754,6182
109755,3793
109756,7666
109758,6904
109759,9646
109760,3200
109761,2917
109762,11538
109763,8636
109764,14000
109765,4478
109767,5728
109769,3200
109770,3676
109771,2228
109772,7737
109773,6189
109774,10614
109776,3090
109777,4000
109778,3835
109779,3827
109780,4521
109781,15249
109782,2976
109783,4792
109784,6182
109785,3793
109786,7666
109788,6904
109789,9646
109790,3200
109791,2917
109792,11538
109793,8636
109794,14000
109795,4478
109797,5728
109799,3200
109800,3676
109801,2228
109802,7737
109803,6189
109804,10614
109806,3090
109807,4000
109808,3835
109809,3827
109810,4521
109811,15249
109812,2976
109813,4792
109814,6182
109815,3793
109816,7666
109818,6904
109819,9646
109820,3200
109821,2917
109822,11538
109823,8636
109824,14000
109825,4478
109827,5728
109829,3200
109830,3676
109831,2228
109832,7737
109833,6189
109834,10614
109836,3090
109837,4000
109838,3835
109839,3827
109840,4521
109841,15249
109842,2976
109843,4792
109844,6182
109845,3793
109846,7666
109848,6904
109849,9646
109850,3200
109851,2917
109852,11538
109853,8636
109854,14000
109855,4478
109857,5728
109859,3200
109860,3676
109861,2228
109862,7737
109863,6189
109864,10614
109866,3090
109867,4000
109868,3835
109869,3827
109870,4521
109871,15249
109872,2976
109873,4792
109874,6182
109875,3793
109876,7666
109878,6904
109879,9646
109880,3200
109881,2917
109882,11538
109883,8636
109884,14000
109885,4478
109887,5728
109889,3200
109890,3676
109891,2228
109892,7737
109893,6189
109894,10614
109896,3090
109897,4000
109898,3835
109899,3827
109900,4521
109901,15249
109902,2976
109903,4792
109904,6182
109905,3793
109906,7666
109908,6904
109909,9646
109910,3200
109911,2917
109912,11538
109913,8636
109914,14000
109915,4478
109917,5728
109919,3200
109920,3676
109921,2228
109922,7737
109923,6189
109924,10614
109926,3090
109927,4000
109928,3835
109929,3827
109930,4521
109931,15249
109932,2976
109933,4792
109934,6182
109935,3793
109936,7666
109938,6904
109939,9646
109940,3200
109941,2917
109942,11538
109943,8636
109944,14000
109945,4478
109947,5728
109949,3200
109950,3676
109951,2228
109952,7737
109953,6189
109954,10614
109956,3090
109957,4000
109958,3835
109959,3827
109960,4521
109961,15249
109962,2976
109963,4792
109964,6182
109965,3793
109966,7666
109968,6904
109969,9646
109970,3200
109971,2917
109972,11538
109973,8636
109974,14000
109975,4478
109977,5728
109979,3200
109980,3676
109981,2228
109982,7737
109983,6189
109984,10614
109986,3090
109987,4000
109988,3835
109989,3827
109990,4521
109991,15249
109992,2976
109993,4792
109994,6182
109995,3793
109996,7666
109998,6904
109999,9646
110000,3200
110001,2917
110002,11538
110003,8636
110004,14000
110005,4478
110007,5728
110009,3200
110010,3676
110011,2228
110012,7737
110013,6189
110014,10614
110016,3090
110017,4000
110018,3835
110019,3827
110020,4521
110021,15249
110022,2976
110023,4792
110024,6182
110025,3793
110026,7666
110028,6904
110029,9646
110030,3200
110031,2917
110032,11538
110033,8636
110034,14000
110035,4478
110037,5728
110039,3200
110040,3676
110041,2228
110042,7737
110043,6189
110044,10614
110046,3090
110047,4000
110048,3835
110049,3827
110050,4521
110051,15249
110052,2976
110053,4792
110054,6182
110055,3793
110056,7666
110058,6904
110059,9646
110060,3200
110061,2917
110062,11538
110063,8636
110064,14000
110065,4478
110067,5728
110069,3200
110070,3676
110071,2228
110072,7737
110073,6189
110074,10614
110076,3090
110077,4000
110078,3835
110079,3827
110080,4521
110081,15249
110082,2976
110083,4792
110084,6182
110085,3793
110086,7666
110088,6904
110089,9646
110090,3200
110091,2917
110092,11538
110093,8636
110094,14000
110095,4478
110097,5728
110099,3200
110100,3676
110101,2228
110102,7737
110103,6189
110104,10614
110106,3090
110107,4000
110108,3835
110109,3827
110110,4521
110111,15249
110112,2976
110113,4792
110114,6182
110115,3793
110116,7666
110118,6904
110119,9646
110120,3200
110121,2917
110122,11538
110123,8636
110124,14000
110125,4478
110127,5728
110129,3200
110130,3676
110131,2228
110132,7737
110133,6189
110134,10614
110136,3090
110137,4000
110138,3835
110139,3827
110140,4521
110141,15249
110142,2976
110143,4792
110144,6182
110145,3793
110146,7666
110148,6904
110149,9646
110150,3200
110151,2917
110152,11538
110153,8636
110154,14000
110155,4478
110157,5728
110159,3200
110160,3676
110161,2228
110162,7737
110163,6189
110164,10614
110166,3090
110167,4000
110168,3835
110169,3827
110170,4521
110171,15249
110172,2976
110173,4792
110174,6182
110175,3793
110176,7666
110178,6904
110179,9646
110180,3200
110181,2917
110182,11538
110183,8636
110184,14000
110185,4478
110187,5728
110189,3200
110190,3676
110191,2228
110192,7737
110193,6189
110194,10614
110196,3090
110197,4000
110198,3835
110199,3827
110200,4521
110201,15249
110202,2976
110203,4792
110204,6182
110205,3793
110206,7666
110208,6904
110209,9646
110210,3200
110211,2917
110212,11538
110213,8636
110214,14000
110215,4478
110217,5728
110219,3200
110220,3676
110221,2228
110222,7737
110223,6189
110224,10614
110226,3090
110227,4000
110228,3835
110229,3827
110230,4521
110231,15249
110232,2976
110233,4792
110234,6182
110235,3793
110236,7666
110238,6904
110239,9646
110240,3200
110241,2917
110242,11538
110243,8636
110244,14000
110245,4478
110247,5728
110249,3200
110250,3676
110251,2228
110252,7737
110253,6189
110254,10614
110256,3090
110257,4000
110258,3835
110259,3827
110260,4521
110261,15249
110262,2976
110263,4792
110264,6182
110265,3793
110266,7666
110268,6904
110269,9646
110270,3200
110271,2917
110272,11538
110273,8636
110274,14000
110275,4478
110277,5728
110279,3200
110280,3676
110281,2228
110282,7737
110283,6189
110284,10614
110286,3090
110287,4000
110288,3835
110289,3827
110290,4521
110291,15249
110292,2976
110293,4792
110294,6182
110295,3793
110296,7666
110298,6904
110299,9646
110300,3200
110301,2917
110302,11538
110303,8636
110304,14000
110305,4478
110307,5728
110309,3200
110310,3676
110311,2228
110312,7737
110313,6189
110314,10614
110316,3090
110317,4000
110318,3835
110319,3827
110320,4521
110321,15249
110322,2976
110323,4792
110324,6182
110325,3793
110326,7666
110328,6904
110329,9646
110330,3200
110331,2917
110332,11538
110333,8636
110334,14000
110335,4478
110337,5728
110339,3200
110340,3676
110341,2228
110342,7737
110343,6189
110344,10614
110346,3090
110347,4000
110348,3835
110349,3827
110350,4521
110351,15249
110352,2976
110353,4792
110354,6182
110355,3793
110356,7666
110358,6904
110359,9646
110360,3200
110361,2917
110362,11538
110363,8636
110364,14000
110365,4478
110367,5728
110369,3200
110370,3676
110371,2228
110372,7737
110373,6189
110374,10614
110376,3090
110377,4000
110378,3835
110379,3827
110380,4521
110381,15249
110382,2976
110383,4792
110384,6182
110385,3793
110386,7666
110388,6904
110389,9646
110390,3200
110391,2917
110392,11538
110393,8636
110394,14000
110395,4478
110397,5728
110399,3200
110400,3676
110401,2228
110402,7737
110403,6189
110404,10614
110406,3090
110407,4000
110408,3835
110409,3827
110410,4521
110411,15249
110412,2976
110413,4792
110414,6182
110415,3793
110416,7666
110418,6904
110419,9646
110420,3200
110421,2917
110422,11538
110423,8636
110424,14000
110425,4478
110427,5728
110429,3200
110430,3676
110431,2228
110432,7737
110433,6189
110434,10614
110436,3090
110437,4000
110438,3835
110439,3827
110440,4521
110441,15249
110442,2976
110443,4792
110444,6182
110445,3793
110446,7666
110448,6904
110449,9646
110450,3200
110451,2917
110452,11538
110453,8636
110454,14000
110455,4478
110457,5728
110459,3200
110460,3676
110461,2228
110462,7737
110463,6189
110464,10614
110466,3090
110467,4000
110468,3835
110469,3827
110470,4521
110471,15249
110472,2976
110473,4792
110474,6182
110475,3793
110476,7666
110478,6904
110479,9646
110480,3200
110481,2917
110482,11538
110483,8636
110484,14000
110485,4478
110487,5728
110489,3200
110490,3676
110491,2228
110492,7737
110493,6189
110494,10614
110496,3090
110497,4000
110498,3835
110499,3827
110500,4521
110501,15249
110502,2976
110503,4792
110504,6182
110505,3793
